(443.70730188817606, 315.1767421047311)
(380.87390479678305, 326.36281791282164)
(391.4990212524469, 332.99916750208126)
(257.74935562661096, 315.08254562696925)
(204.38871856495675, 330.2219470372664)
(423.9957600423995, 310.6635600310663)
(413.88750926385796, 316.3322788924037)
(318.3328785720782, 312.9995528577816)
(222.32888675559823, 327.6601134643974)
(171.93298946735442, 313.19937360125283)
(171.99914000429996, 313.99843000784995)
(0.0, 0.0)
(332.49976250016965, 316.76167850356296)
(0.0, 0.0)
(373.4962650373496, 308.9969100308997)
(344.8085386422705, 310.1895899345049)
(468.9953100468995, 305.4969450305497)
(358.77538594187143, 306.77573260622705)
(267.7616497508098, 310.8092278007354)
(174.99912500437497, 305.9984700076499)
(455.4227265979026, 310.4356586392369)
(446.132738489682, 304.8440379857271)
(427.57018033917905, 310.3628250239296)
(421.9989450026375, 317.4992062519844)
(423.99929333451115, 313.9994766675389)
(245.82189445969627, 308.7106994968451)
(247.99876000619997, 313.99843000784995)
(0.0, 0.0)
(0.0, 0.0)
(229.49770502294976, 298.9970100298997)
(169.35871380710697, 304.43542907369886)
(377.8327036121607, 303.16616138973103)
(377.9990550023625, 303.4992412518969)
(364.1240896897758, 302.37424406438987)
(314.99842500787497, 299.99850000749996)
(271.49909500301663, 301.6656611144629)
(0.0, 0.0)
(372.0947065313716, 299.3567152046926)
(372.9981350093249, 298.99850500747493)
(395.57503834841515, 296.0600677695738)
(0.0, 0.0)
(247.9598016321587, 298.58642779752444)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(335.32998003353293, 294.9970500294997)
(236.7761992697826, 291.2202807536838)
(215.35683520452116, 297.14243265366764)
(185.13296306740722, 292.9327474678384)
(215.77633926884928, 290.2202874203061)
(199.9363175209674, 296.58701912347385)
(414.5045250450333, 295.0950694694841)
(419.8089240824894, 290.99958428630816)
(0.0, 0.0)
(231.4997427780636, 291.22189864233485)
(230.99942250144377, 292.49926875182814)
(231.99942000145, 290.4992737518156)
(342.11054092687624, 292.3050683804416)
(139.6652700139665, 288.99711002889967)
(384.50387747778336, 299.01611430108244)
(383.99808000959996, 295.9985200074)
(382.99904250239376, 286.49928375179064)
(376.4962350376496, 286.830465028683)
(0.0, 0.0)
(0.0, 0.0)
(185.66295340759854, 285.32762678079774)
(395.91058323033343, 291.04405638570256)
(271.6612334419978, 285.6609534475977)
(245.33292444512594, 287.83285361191065)
(245.4993862515344, 287.9992800018)
(196.220914082795, 285.2203207534172)
(0.0, 0.0)
(0.0, 0.0)
(235.93238960377488, 286.06552240457705)
(0.0, 0.0)
(360.46594573477523, 288.666089334488)
(274.55372519738756, 288.55363186467645)
(0.0, 0.0)
(0.0, 0.0)
(185.0980029219602, 298.2679153723041)
(195.99984923088522, 306.4997642309506)
(171.77174901219402, 293.82425211482234)
(178.49821501784982, 282.9971700282997)
(418.0731450226407, 283.7401102071625)
(281.3289312565546, 288.8484098229238)
(281.9992950017625, 290.4992737518156)
(279.8012993753336, 288.3261184427865)
(0.0, 0.0)
(264.8455809213898, 287.83939956565445)
(267.99866000669994, 290.99854500727497)
(266.8515553501237, 287.55523604973774)
(234.66197342719815, 281.32770677919774)
(227.0908058678155, 308.1513750827083)
(0.0, 0.0)
(394.16535278215736, 281.4990616697944)
(285.0734405775395, 281.3697451042701)
(284.99857500712494, 280.99859500702496)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(192.89804098256982, 280.74058477374916)
(191.74651326945605, 280.8531086508464)
(407.1653094489685, 280.83239722534256)
(361.4963850361496, 278.9972100278997)
(243.0710813270267, 281.40435989853347)
(0.0, 0.0)
(398.9980050099749, 276.998615006925)
(0.0, 0.0)
(277.7759259382715, 278.1092570493974)
(428.80300737238815, 293.88857608438985)
(416.99791501042495, 304.99847500762496)
(445.99777001114995, 296.99851500742494)
(441.9977900110499, 294.99852500737495)
(428.477979503844, 293.9525258829264)
(0.0, 0.0)
(354.1579722235102, 283.054279053687)
(354.1018698454209, 283.063314094218)
(0.0, 0.0)
(186.24976718779104, 279.7913169275205)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(412.4958750412496, 272.9972700272997)
(298.4985075074625, 272.49863750681243)
(206.7763992684493, 273.22040075288385)
(148.32069874690615, 285.899263182668)
(137.87158276166755, 276.2559852472022)
(0.0, 0.0)
(271.4972850271497, 271.99728002719974)
(0.0, 0.0)
(240.25074788874642, 275.0570904653161)
(253.1361335126059, 278.4542923142797)
(238.99880500597496, 273.99863000684996)
(229.9248850375575, 272.19153057090136)
(205.2817354639967, 275.7431655233351)
(0.0, 0.0)
(377.05239931128403, 279.2962445747695)
(372.9981350093249, 283.9985800071)
(377.99952750059066, 279.49965062543674)
(380.630424884455, 277.81966964702536)
(371.99814000929996, 272.99863500682494)
(0.0, 0.0)
(0.0, 0.0)
(300.4969950300497, 268.9973100268997)
(0.0, 0.0)
(284.6638200284663, 269.9973000269997)
(0.0, 0.0)
(251.49874250628747, 270.7486462567687)
(391.21961409146155, 270.8870829750024)
(310.04673319980986, 271.5230337437131)
(219.5995608008784, 270.499459001082)
(0.0, 0.0)
(265.59397194727075, 270.2751272969908)
(265.3722368169763, 270.2153683740764)
(256.77606593733816, 267.88710297486904)
(395.49802250988745, 266.7486662566687)
(324.3551230820581, 269.46630737825683)
(311.49688503114965, 265.9973400265997)
(283.6609934467977, 265.66135343959786)
(0.0, 0.0)
(410.10837705526404, 264.7760126043604)
(0.0, 0.0)
(0.0, 0.0)
(250.99749002509972, 264.4973550264497)
(343.271350663197, 268.07387550083297)
(343.99914000215, 270.49932375169067)
(0.0, 0.0)
(314.77567927324924, 268.8870963082468)
(309.32714679039753, 263.3280667719979)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(332.7483362583187, 264.1653458399374)
(325.99837000814995, 263.49868250658744)
(0.0, 0.0)
(400.1626650400162, 260.49739502604973)
(296.5997034002966, 266.5997334002666)
(296.9992575018563, 268.49932875167815)
(0.0, 0.0)
(395.6587534915968, 258.32816676999795)
(0.0, 0.0)
(247.21167173635442, 258.5146814884579)
(247.99876000619997, 257.99871000645)
(206.1123551676693, 269.7324954110476)
(198.30266975272164, 263.30255157111833)
(196.49950875122815, 261.9993450016375)
(388.07899548032174, 260.55530740764374)
(386.999355001075, 260.999565000725)
(376.6651600060266, 258.6656320041386)
(327.7483612581937, 257.6653783397749)
(176.83156501768312, 257.49742502574975)
(0.0, 0.0)
(371.2651816059402, 261.7322864041877)
(302.1156793196991, 259.782382797928)
(0.0, 0.0)
(375.325826816797, 253.32826676799797)
(294.66077345119766, 254.66157343519797)
(238.8872963069135, 251.44276815932335)
(338.6632800338663, 251.99748002519974)
(179.9982000179998, 252.49747502524974)
(0.0, 0.0)
(0.0, 0.0)
(154.04717891282215, 251.76118544423204)
(0.0, 0.0)
(382.1085637206863, 249.22056075181717)
(374.9962500374996, 248.99751002489973)
(329.47167310276706, 253.9440212044091)
(358.2054599189784, 263.77690269019)
(362.9981850090749, 270.99864500677495)
(359.0852859391696, 273.22208210833395)
(360.9981950090249, 257.99871000645)
(357.27319042405713, 257.9798968080413)
(345.9990114313959, 251.3326152401469)
(341.1088370521974, 250.44277482594558)
(225.8955509638946, 251.62468546914317)
(212.45588985688352, 255.60147380809028)
(197.99967000055, 250.9995816673639)
(204.99897500512498, 246.99876500617495)
(369.99815000924997, 245.99877000614995)
(369.99815000924997, 245.99877000614995)
(214.99785002149977, 245.49754502454974)
(174.66651478274076, 247.07224892268206)
(174.99975000035715, 246.8091712249935)
(374.3695384380627, 244.92538164730004)
(374.49906375234065, 244.99938750153126)
(0.0, 0.0)
(389.2325548682236, 251.499497001006)
(276.3796620788993, 257.41154943567255)
(274.99862500687493, 263.99868000659995)
(270.99864500677495, 262.99868500657493)
(269.19269909540446, 261.1927075164482)
(267.99866000669994, 258.99870500647495)
(280.99929750175625, 257.4993562516094)
(281.99953000078335, 254.99957500070835)
(280.99859500702496, 252.99873500632495)
(280.3025206620836, 251.3025733892605)
(268.99865500672496, 250.99874500627496)
(268.66129344079786, 242.66181343039807)
(238.22063408466164, 243.88726297380236)
(403.60136153593584, 262.68834869093865)
(406.78383515627235, 269.62713377199947)
(405.22764362002425, 267.1751573594835)
(401.4989962525094, 265.99933500166253)
(396.9980150099249, 244.99877500612496)
(391.99608003919957, 242.49757502424976)
(323.49838250808745, 242.7487862560687)
(283.4971650283497, 243.99756002439975)
(278.5230137437702, 243.52311374348452)
(234.99765002349974, 241.49758502414974)
(224.73660554041524, 243.54360328743513)
(214.3803398656956, 241.28502489992886)
(157.99842001579984, 240.49759502404973)
(372.99937833436945, 239.83293361177732)
(361.3435241602974, 246.76026244150265)
(267.4986625066875, 240.49879750601247)
(243.99756002439975, 239.49760502394975)
(392.10849705446407, 237.77619260316038)
(197.16568083826246, 239.16547083931246)
(360.99939833433615, 234.99960833398612)
(363.4990912522719, 234.99941250146878)
(253.7270352939102, 247.73374750777435)
(257.2061042481547, 259.3648323509533)
(259.9987000065, 251.99874000629995)
(259.9987000065, 246.99876500617495)
(255.4993612515969, 246.99938250154378)
(271.9986400068, 244.99877500612496)
(247.38625118806763, 242.3029201653393)
(252.99873500632495, 237.99881000594996)
(248.99875500622497, 235.99882000589997)
(179.0947263960198, 236.9517039475125)
(134.61096154337608, 237.88862456819493)
(133.4996662508344, 237.99940500148753)
(0.0, 0.0)
(0.0, 0.0)
(304.7610340160932, 233.6183801379615)
(0.0, 0.0)
(336.5996634003366, 235.5330978002355)
(342.99828500857495, 235.99882000589997)
(0.0, 0.0)
(158.99841001589982, 230.49769502304974)
(390.5546876562497, 232.0735583550555)
(295.2561831362694, 228.99982384628936)
(296.99851500742494, 228.99885500572498)
(293.99951000081666, 228.99961833396947)
(183.9613969527716, 233.23058982262322)
(339.24211584050073, 228.99979181837108)
(339.4995756255305, 228.9997137503578)
(227.49886250568747, 229.49885250573746)
(205.74897125514372, 229.2488537557312)
(183.7765526007604, 227.44292815825668)
(145.99854001459985, 226.49773502264975)
(299.49850250748744, 225.4155395889687)
(287.9971200287997, 226.49773502264975)
(0.0, 0.0)
(246.96241415759818, 229.62911934269775)
(294.9970500294997, 224.66442002246643)
(288.99711002889967, 223.49776502234977)
(0.0, 0.0)
(235.88731630678015, 225.22072075075053)
(0.0, 0.0)
(0.0, 0.0)
(206.99793002069978, 223.49776502234977)
(200.9979900200998, 223.66443002236642)
(130.42819877657493, 223.95174109026354)
(232.49231856409762, 233.7953482748417)
(240.75523454857614, 236.77746207449502)
(214.66580800343462, 222.26577760355624)
(363.9963600363996, 220.49779502204976)
(0.0, 0.0)
(202.3292867475984, 220.32892675479823)
(0.0, 0.0)
(292.2202740870616, 220.22075408386164)
(185.11843624365795, 224.33323362967394)
(177.75531854846415, 225.2219219263263)
(156.33020672919875, 219.32894675439826)
(0.0, 0.0)
(179.49910250448747, 218.99890500547497)
(0.0, 0.0)
(341.749145627136, 219.83278375137397)
(334.0544420407487, 222.77703518766046)
(317.0899077322523, 225.6519274890576)
(317.30245338947867, 237.30259884375965)
(317.05585319758404, 224.64960844793887)
(320.49679503204965, 225.99774002259977)
(0.0, 0.0)
(315.49894833683885, 225.49924833583887)
(315.4984225078874, 217.49891250543746)
(187.3295867415985, 216.66233341999828)
(271.99728002719974, 216.33117002163308)
(226.09459211068918, 215.90414503577608)
(0.0, 0.0)
(0.0, 0.0)
(134.2454727240638, 218.964681791563)
(132.99933500332497, 216.99891500542498)
(279.17577082827546, 217.70358275726883)
(281.7839822149229, 215.78405986189034)
(207.66597444675185, 216.2770568542549)
(364.4480245186038, 220.14927346027116)
(357.33231238386935, 214.66605333508568)
(356.99821500892494, 214.99892500537496)
(333.3266667999973, 214.32904675239828)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(253.29949340101322, 214.73290386752558)
(217.33188445410363, 213.10969037984188)
(192.88824592806913, 213.05484537273762)
(164.62653496543868, 215.54649422947128)
(166.49958375104063, 213.9994650013375)
(144.99855001449984, 213.49786502134978)
(358.65949347679714, 210.3291267507983)
(352.99647003529964, 210.49789502104977)
(340.6598534695973, 211.66243341799833)
(0.0, 0.0)
(199.109783712553, 211.22081408346165)
(349.66317003496624, 209.99790002099977)
(337.99943666760555, 214.02742106540933)
(0.0, 0.0)
(0.0, 0.0)
(258.7760526040937, 211.22081408346165)
(0.0, 0.0)
(280.66105344559776, 208.66249341679833)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(134.8984334216521, 211.79691727804294)
(135.49983062521173, 211.99973500033127)
(293.33216000469326, 207.99916800332798)
(0.0, 0.0)
(0.0, 0.0)
(231.72993803497965, 208.1267859109975)
(235.49941125147188, 208.99947750130627)
(0.0, 0.0)
(209.21174082713787, 206.78750281060096)
(0.0, 0.0)
(0.0, 0.0)
(224.99775002249976, 202.9979700202998)
(0.0, 0.0)
(0.0, 0.0)
(377.8863696464245, 199.77644593480485)
(0.0, 0.0)
(0.0, 0.0)
(203.66259341479838, 200.6626534135984)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(328.66009346479734, 198.66269341279843)
(273.1369335643919, 203.23505501758234)
(147.49852501474984, 199.16467501991644)
(206.4812520578681, 195.87015273686734)
(205.9996566672389, 195.99967333387778)
(207.99896000519996, 194.99902500487497)
(302.5590421852552, 211.1504695213539)
(303.3700332925556, 210.99976555581605)
(0.0, 0.0)
(133.29133343833308, 198.8328362512427)
(354.8652472056778, 194.1325568031061)
(0.0, 0.0)
(0.0, 0.0)
(215.2958178611455, 198.74029909563163)
(215.4994612513469, 198.99950250124377)
(0.0, 0.0)
(183.40776239551153, 203.22690711484242)
(190.49952375119065, 207.99948000130001)
(193.4995162512094, 206.99948250129376)
(194.99902500487497, 205.99897000514997)
(190.22786993557548, 205.82434474630378)
(194.99902500487497, 203.99898000509998)
(166.99916500417498, 198.99900500497498)
(168.99915500422497, 193.99903000484997)
(382.72997647778897, 199.63482557071796)
(384.69627024920555, 205.69659570315932)
(160.15965548903242, 200.39574983510423)
(162.99972833378612, 201.99966333389446)
(159.99973333377778, 200.99966500055834)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(327.8322405591981, 188.66603777987407)
(327.99836000819994, 188.99905500472497)
(0.0, 0.0)
(284.6055431414367, 191.6663181824518)
(240.30300299587083, 195.40338688597876)
(232.99883500582496, 197.99901000494998)
(239.68178186639668, 194.95451591598243)
(156.44340148843452, 187.55430519352092)
(351.19640109586265, 198.41015466145916)
(342.99828500857495, 196.99901500492496)
(347.7346904236255, 188.49991431822076)
(343.30240611683735, 187.3026897526853)
(352.9994116676472, 185.99969000051667)
(347.3263868055972, 185.32962674079852)
(0.0, 0.0)
(132.66401338639895, 188.6628934087985)
(0.0, 0.0)
(151.49848501514984, 185.9981400185998)
(306.76102830182384, 191.09469211040346)
(0.0, 0.0)
(0.0, 0.0)
(309.32714679039753, 183.32966673999854)
(383.8953534641415, 188.91643052112852)
(172.26597760275624, 183.86593120294182)
(356.49910875222815, 182.99954250114376)
(313.49843250783744, 185.74907125464372)
(285.5404633674423, 192.65310108474742)
(294.99852500737495, 191.99904000479998)
(153.7767525994271, 181.22101408212833)
(320.8867496438912, 181.77656593400485)
(213.32906675199828, 179.66307340519856)
(214.73247440343567, 184.26592960294823)
(0.0, 0.0)
(0.0, 0.0)
(217.66231342039828, 178.32976673799857)
(142.99928500357498, 178.5824404211312)
(202.27764292601583, 183.43321104452596)
(204.99897500512498, 185.99907000464998)
(203.49949125127188, 184.99953750115625)
(286.9971300286997, 174.49825501744982)
(0.0, 0.0)
(212.06581840339302, 175.7326304028117)
(206.49970500042144, 175.42832081668456)
(205.99897000514997, 175.99912000439997)
(206.99896500517497, 174.99912500437497)
(361.16486084236243, 172.66580333764998)
(328.09571001631184, 205.0306042075239)
(329.74266871847504, 207.72369082455762)
(328.18812041612716, 202.8404033271855)
(218.99781002189977, 169.99830001699982)
(151.33030672719877, 170.66325340159864)
(0.0, 0.0)
(321.32690679519743, 174.6631734031986)
(221.66223342199822, 167.66331340039866)
(187.95569979858854, 188.00778312378387)
(198.99900500497498, 197.99901000494998)
(187.55534716072538, 194.38867290147456)
(191.99904000479998, 186.99906500467497)
(186.69663024855106, 174.30271338900596)
(187.99906000469997, 172.99913500432498)
(354.4420814972344, 171.8877429706024)
(0.0, 0.0)
(0.0, 0.0)
(191.7764992677826, 167.22110741483942)
(160.80373238776582, 168.21548837393524)
(160.49959875100313, 168.99957750105625)
(160.99919500402498, 166.99916500417498)
(0.0, 0.0)
(149.1794106772253, 175.4101664563249)
(0.0, 0.0)
(0.0, 0.0)
(350.9964900350996, 163.49836501634982)
(0.0, 0.0)
(349.26526960558823, 161.26602160258022)
(218.49945375136565, 163.62459093852266)
(0.0, 0.0)
(0.0, 0.0)
(338.6237579707224, 177.2734133640615)
(370.65925348159703, 158.66349339679874)
(329.6660672738171, 166.4239398352609)
(316.49683503164965, 173.99826001739982)
(192.58314075019257, 159.8998401001599)
(191.99904000479998, 158.99920500397496)
(190.99904500477496, 157.99921000394997)
(220.52741023209404, 159.33306777822037)
(220.49944875137814, 159.999600001)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(241.74939562651096, 155.12461218846954)
(211.3291067511983, 152.6636133943988)
(0.0, 0.0)
(323.6601934627974, 150.3303267267988)
(0.0, 0.0)
(335.4855225797014, 154.76181632658114)
(177.10053887144815, 162.90314753409896)
(174.99912500437497, 173.99913000434998)
(174.49986576933404, 175.99986461548878)
(172.99913500432498, 164.99917500412496)
(165.99917000414996, 162.99918500407497)
(188.99905500472497, 154.99922500387498)
(182.6731309778571, 156.7646444060218)
(166.22111408146165, 149.22122741403945)
(379.11523880183125, 151.50635198473643)
(377.76894017773833, 150.8844993196159)
(0.0, 0.0)
(329.49670503294965, 145.99854001459985)
(306.03635695624376, 154.70335991845946)
(0.0, 0.0)
(150.69278090991222, 155.66990411701224)
(146.99926500367496, 158.99920500397496)
(152.91346697767875, 159.04926490177908)
(145.99927000364997, 157.99921000394997)
(155.4996112509719, 146.99963250091875)
(0.0, 0.0)
(0.0, 0.0)
(215.99892000539995, 143.4159495869187)
(388.9961100388996, 141.49858501414985)
(0.0, 0.0)
(0.0, 0.0)
(235.99764002359976, 142.33191001423316)
(163.66503001636647, 145.99854001459985)
(323.3878109295191, 144.49951833493887)
(269.40680872561023, 143.14783004185918)
(0.0, 0.0)
(0.0, 0.0)
(363.2992734014532, 139.6997206005588)
(300.0162124537034, 166.79329669932088)
(293.9992650018375, 167.4995812510469)
(297.62652166017216, 171.55385891420664)
(305.9984700076499, 160.99919500402498)
(301.1507793102803, 166.2785635105446)
(297.4055384879375, 153.72450400767767)
(241.32850676319808, 137.6639133883989)
(214.6623734191983, 137.3305867215989)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(173.24956687608284, 144.29130593840182)
(172.99913500432498, 144.99927500362497)
(167.49832501674982, 138.99861001389985)
(0.0, 0.0)
(347.1663195003472, 139.38319395013937)
(346.9995662505422, 139.49982562521797)
(0.0, 0.0)
(283.8994322011356, 142.19971560056882)
(384.66282003846624, 135.99864001359987)
(332.99889000369996, 139.33286889043703)
(0.0, 0.0)
(371.8314741759624, 134.74932625336874)
(0.0, 0.0)
(274.1322368043861, 132.73280240212372)
(230.74022798467857, 136.37006732577632)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(295.9970400295997, 134.66532001346653)
(206.7574817769022, 145.81053978308796)
(209.9994750013125, 148.49962875092814)
(210.99894500527498, 146.99926500367496)
(0.0, 0.0)
(279.2203607531505, 128.88802963535798)
(0.0, 0.0)
(302.5980742807338, 137.6977935767364)
(302.5760211791258, 137.717361365791)
(170.14777004199252, 131.18489366319926)
(344.1894927919253, 128.95201251805946)
(217.9517582330717, 126.19011564728861)
(217.99891000544997, 125.99937000314998)
(0.0, 0.0)
(152.16498636996968, 131.5412280776446)
(150.99924500377497, 132.99933500332497)
(146.99926500367496, 132.99933500332497)
(153.64906889506355, 130.43855072331553)
(360.44324296696783, 133.1662227792574)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(158.87460281349297, 126.1246846882883)
(0.0, 0.0)
(0.0, 0.0)
(210.39990648893044, 132.25920047739237)
(207.99948000130001, 137.49965625085937)
(0.0, 0.0)
(347.988265755219, 144.54013020220904)
(0.0, 0.0)
(354.3804461231722, 125.14267836760234)
(287.7321824046037, 119.73285440191572)
(194.88758963829127, 121.77696593133822)
(395.99604003959956, 119.49880501194987)
(390.99609003909956, 120.49879501204987)
(191.30610292794867, 149.3520255763239)
(200.49971357183776, 175.49974928607247)
(201.99899000504996, 154.99922500387498)
(193.99985076934556, 153.49988192316775)
(190.99904500477496, 150.99924500377497)
(189.4995262511844, 149.9996250009375)
(198.99950250124377, 148.49962875092814)
(180.99909500452497, 139.99930000349997)
(179.99955000112502, 138.49965375086563)
(178.99955250111876, 136.49965875085314)
(177.99955500111253, 134.49966375084063)
(0.0, 0.0)
(315.872598052119, 132.36305170432902)
(313.9992150019625, 144.49963875090313)
(311.89227189745895, 146.68807740554146)
(318.559963593147, 133.4723656983963)
(318.0507927423701, 134.64081850130486)
(317.99920500198755, 134.49966375084063)
(316.61075932137857, 125.55541604953773)
(313.5155760131912, 133.91664574219075)
(308.9992275019313, 121.49969625075938)
(315.1498424250788, 120.24993987503007)
(154.99922500387498, 120.49939750301247)
(163.8090557836501, 118.66632762001632)
(274.40679761452384, 119.07380946560859)
(254.99915000283332, 118.99960333465555)
(0.0, 0.0)
(199.3108453633173, 116.33317822242904)
(326.808590070695, 131.80914721196035)
(248.6240076777272, 116.17725552740899)
(248.49979291683925, 114.49990458341286)
(0.0, 0.0)
(0.0, 0.0)
(333.23714313197195, 124.23774027312302)
(176.51812625601573, 115.37011399233928)
(0.0, 0.0)
(321.32690679519743, 114.66437337919908)
(0.0, 0.0)
(177.4432614893678, 111.2214807456839)
(317.6650783412749, 111.49944250278749)
(308.7770916064631, 110.59234683182186)
(302.77045487026476, 115.74985531268086)
(296.8409871355678, 115.65068350728555)
(292.5950290987887, 130.0594309099303)
(291.99927000182504, 137.49965625085937)
(204.66257341519838, 106.33120670919915)
(0.0, 0.0)
(261.99869000654996, 107.58279541935623)
(0.0, 0.0)
(325.6289060098385, 109.14790559724682)
(0.0, 0.0)
(283.9089618595628, 110.83328295456835)
(283.3064400215146, 112.02657704540503)
(170.30541363437752, 115.30545946767266)
(167.99916000419998, 118.99940500297498)
(223.7762859358715, 100.11044370815304)
(340.19727886621314, 108.5801664838273)
(239.32854676239808, 98.6646933727992)
(274.4986275068625, 99.24950375248123)
(205.49897250513746, 99.99950000249999)
(384.0613024400081, 108.81137487419957)
(224.75342775064254, 93.76803440460776)
(224.49967928617247, 93.99986571447755)
(0.0, 0.0)
(0.0, 0.0)
(246.22058075168385, 83.77721926298268)
(257.93915944924896, 90.1514331956668)
(191.6622638892751, 101.60086828062559)
(200.99899500502497, 109.99945000274998)
(184.2219765929201, 110.24429745204783)
(200.99899500502497, 105.99947000264999)
(179.4997435717949, 104.9998500002143)
(190.99904500477496, 98.99950500247499)
(195.7631063781299, 97.00874640120708)
(192.78408692068206, 89.21558131500237)
(186.99906500467497, 85.99957000214998)
(203.22086741643943, 84.22166074448391)
(217.81808280996236, 85.76511253100945)
(218.99890500547497, 89.99955000224999)
(166.1044528202309, 100.68157701269993)
(150.99924500377497, 115.99942000289998)
(149.4996262509344, 112.99971750070625)
(173.99913000434998, 99.99950000249999)
(175.25215752135628, 96.81976748481036)
(168.99915500422497, 88.99955500222498)
(0.0, 0.0)
(236.3286067611981, 78.66509336479938)
(0.0, 0.0)
(179.98395557083597, 81.0157958579722)
(178.99910500447498, 80.99959500202499)
(246.40685983660777, 76.77760716087299)
(194.8326838910537, 70.22198814892839)
(219.49890250548748, 68.49965750171249)
(224.16591944693516, 67.11088740815308)
(0.0, 0.0)
(240.24939937650157, 77.04147406298151)
(198.66269341279843, 59.332146690399526)
(245.15832390416705, 130.38268729297357)
(250.02415150636912, 151.3090358876233)
(257.99871000645, 145.99927000364997)
(247.66650155566563, 146.09990260006495)
(255.9068577177406, 143.6123363043397)
(254.93326535112922, 138.8132963164543)
(0.0, 0.0)
(253.99873000634997, 128.999355003225)
(223.99888000559997, 115.99942000289998)
(228.72213751031944, 101.55551794240077)
(229.38073392311057, 67.3173962056544)
(0.0, 0.0)
(203.2481404617842, 54.75174975102847)
